Date,Open,High,Low,Close,Index
2013-01-02,,,,12.7249,Axis Multi Asset Allocation Fund
2013-01-03,,,,12.7832,Axis Multi Asset Allocation Fund
2013-01-04,,,,12.7204,Axis Multi Asset Allocation Fund
2013-01-07,,,,12.7451,Axis Multi Asset Allocation Fund
2013-01-08,,,,12.7462,Axis Multi Asset Allocation Fund
2013-01-09,,,,12.7262,Axis Multi Asset Allocation Fund
2013-01-10,,,,12.6877,Axis Multi Asset Allocation Fund
2013-01-11,,,,12.6473,Axis Multi Asset Allocation Fund
2013-01-14,,,,12.6885,Axis Multi Asset Allocation Fund
2013-01-15,,,,12.7027,Axis Multi Asset Allocation Fund
2013-01-16,,,,12.6517,Axis Multi Asset Allocation Fund
2013-01-17,,,,12.6687,Axis Multi Asset Allocation Fund
2013-01-18,,,,12.6649,Axis Multi Asset Allocation Fund
2013-01-21,,,,12.6412,Axis Multi Asset Allocation Fund
2013-01-22,,,,12.6358,Axis Multi Asset Allocation Fund
2013-01-23,,,,12.6247,Axis Multi Asset Allocation Fund
2013-01-24,,,,12.538,Axis Multi Asset Allocation Fund
2013-01-25,,,,12.6144,Axis Multi Asset Allocation Fund
2013-01-28,,,,12.5943,Axis Multi Asset Allocation Fund
2013-01-29,,,,12.5686,Axis Multi Asset Allocation Fund
2013-01-30,,,,12.5659,Axis Multi Asset Allocation Fund
2013-01-31,,,,12.5608,Axis Multi Asset Allocation Fund
2013-02-01,,,,12.544,Axis Multi Asset Allocation Fund
2013-02-04,,,,12.5193,Axis Multi Asset Allocation Fund
2013-02-05,,,,12.5099,Axis Multi Asset Allocation Fund
2013-02-06,,,,12.5153,Axis Multi Asset Allocation Fund
2013-02-07,,,,12.514,Axis Multi Asset Allocation Fund
2013-02-08,,,,12.4868,Axis Multi Asset Allocation Fund
2013-02-11,,,,12.4836,Axis Multi Asset Allocation Fund
2013-02-12,,,,12.5259,Axis Multi Asset Allocation Fund
2013-02-13,,,,12.551,Axis Multi Asset Allocation Fund
2013-02-14,,,,12.5013,Axis Multi Asset Allocation Fund
2013-02-15,,,,12.4917,Axis Multi Asset Allocation Fund
2013-02-18,,,,12.4609,Axis Multi Asset Allocation Fund
2013-02-19,,,,12.5022,Axis Multi Asset Allocation Fund
2013-02-20,,,,12.5156,Axis Multi Asset Allocation Fund
2013-02-21,,,,12.368,Axis Multi Asset Allocation Fund
2013-02-22,,,,12.3751,Axis Multi Asset Allocation Fund
2013-02-25,,,,12.3642,Axis Multi Asset Allocation Fund
2013-02-26,,,,12.2973,Axis Multi Asset Allocation Fund
2013-02-27,,,,12.347,Axis Multi Asset Allocation Fund
2013-02-28,,,,12.2667,Axis Multi Asset Allocation Fund
2013-03-01,,,,12.2997,Axis Multi Asset Allocation Fund
2013-03-04,,,,12.2728,Axis Multi Asset Allocation Fund
2013-03-05,,,,12.3484,Axis Multi Asset Allocation Fund
2013-03-06,,,,12.3773,Axis Multi Asset Allocation Fund
2013-03-07,,,,12.4159,Axis Multi Asset Allocation Fund
2013-03-08,,,,12.453,Axis Multi Asset Allocation Fund
2013-03-11,,,,12.4506,Axis Multi Asset Allocation Fund
2013-03-12,,,,12.448,Axis Multi Asset Allocation Fund
2013-03-13,,,,12.3812,Axis Multi Asset Allocation Fund
2013-03-14,,,,12.4054,Axis Multi Asset Allocation Fund
2013-03-15,,,,12.417,Axis Multi Asset Allocation Fund
2013-03-18,,,,12.4236,Axis Multi Asset Allocation Fund
2013-03-19,,,,12.3546,Axis Multi Asset Allocation Fund
2013-03-20,,,,12.3102,Axis Multi Asset Allocation Fund
2013-03-21,,,,12.259,Axis Multi Asset Allocation Fund
2013-03-22,,,,12.2507,Axis Multi Asset Allocation Fund
2013-03-25,,,,12.2235,Axis Multi Asset Allocation Fund
2013-03-26,,,,12.2286,Axis Multi Asset Allocation Fund
2013-03-28,,,,12.34,Axis Multi Asset Allocation Fund
2013-04-01,,,,12.3129,Axis Multi Asset Allocation Fund
2013-04-02,,,,12.3559,Axis Multi Asset Allocation Fund
2013-04-03,,,,12.2663,Axis Multi Asset Allocation Fund
2013-04-04,,,,12.2026,Axis Multi Asset Allocation Fund
2013-04-05,,,,12.2461,Axis Multi Asset Allocation Fund
2013-04-08,,,,12.2854,Axis Multi Asset Allocation Fund
2013-04-09,,,,12.2093,Axis Multi Asset Allocation Fund
2013-04-10,,,,12.27,Axis Multi Asset Allocation Fund
2013-04-11,,,,12.2388,Axis Multi Asset Allocation Fund
2013-04-12,,,,12.1596,Axis Multi Asset Allocation Fund
2013-04-15,,,,11.9008,Axis Multi Asset Allocation Fund
2013-04-16,,,,11.9531,Axis Multi Asset Allocation Fund
2013-04-17,,,,11.9101,Axis Multi Asset Allocation Fund
2013-04-18,,,,11.9836,Axis Multi Asset Allocation Fund
2013-04-22,,,,12.1479,Axis Multi Asset Allocation Fund
2013-04-23,,,,12.1121,Axis Multi Asset Allocation Fund
2013-04-25,,,,12.165,Axis Multi Asset Allocation Fund
2013-04-26,,,,12.1843,Axis Multi Asset Allocation Fund
2013-04-29,,,,12.2241,Axis Multi Asset Allocation Fund
2013-04-30,,,,12.2537,Axis Multi Asset Allocation Fund
2013-05-02,,,,12.2689,Axis Multi Asset Allocation Fund
2013-05-03,,,,12.2395,Axis Multi Asset Allocation Fund
2013-05-06,,,,12.2866,Axis Multi Asset Allocation Fund
2013-05-07,,,,12.3366,Axis Multi Asset Allocation Fund
2013-05-08,,,,12.363,Axis Multi Asset Allocation Fund
2013-05-09,,,,12.4237,Axis Multi Asset Allocation Fund
2013-05-10,,,,12.4745,Axis Multi Asset Allocation Fund
2013-05-13,,,,12.3881,Axis Multi Asset Allocation Fund
2013-05-14,,,,12.4398,Axis Multi Asset Allocation Fund
2013-05-15,,,,12.5216,Axis Multi Asset Allocation Fund
2013-05-16,,,,12.4982,Axis Multi Asset Allocation Fund
2013-05-17,,,,12.4732,Axis Multi Asset Allocation Fund
2013-05-20,,,,12.4211,Axis Multi Asset Allocation Fund
2013-05-21,,,,12.4717,Axis Multi Asset Allocation Fund
2013-05-22,,,,12.4503,Axis Multi Asset Allocation Fund
2013-05-23,,,,12.361,Axis Multi Asset Allocation Fund
